id,text_en,text_am,label_en,label_am,ubuntu_harm_type_en,ubuntu_harm_type_am,relational_harm_en,relational_harm_am,relation_target_en,relational_target_am,severity_en,severity_am,language,rationale_en,rationale_am
695,You do not belong in this community.,በዚህ ማህበረሰብ ውስጥ አትገባም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
696,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
697,Different views can still be handled kindly.,የተለያዩ አስተያየቶች በበጎ ሊታዩ ይችላሉ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
698,We should fear what they will do.,ምን እንደሚያደርጉ መፍራት አለብን።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
699,We should correct mistakes without humiliation.,ሰዎችን ሳናዋርድ ስህተትን ማስተካከል አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
700,Let us find a solution that works for everyone.,ለሁሉም የሚሰራ መፍትሄ እንፈልግ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
701,People deserve fairness and care.,ሰዎች ፍትሃዊነት እና እንክብካቤ ይገባቸዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
702,Leave our community now.,ከማህበረሰባችን አሁን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
703,You should be pushed out.,መባረር አለብህ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
704,That group is always the problem.,ያ ቡድን ሁልጊዜ ችግር ነው።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
705,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
706,Let us work for peace.,ለሰላም በጋራ እንስራ።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
707,They are not fully human.,እነሱ ሙሉ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
708,They are not fully human.,እነሱ ሙሉ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
709,They are a danger to everyone.,እነሱ ለሁሉም ስጋት ናቸው።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
710,Their kind always ruins everything.,የእነሱ ዓይነት ሁልጊዜ ሁሉንም ያበላሻል።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
711,Every person should be heard.,እያንዳንዱ ሰው መሰማት አለበት።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
712,That group is always the problem.,ያ ቡድን ሁልጊዜ ችግር ነው።,hate_speech,የጥላቻ ንግግር,stereotyping,የተዛባ አመለካከት,Yes,አዎ አለ,group,ቡድን,low,ዝቅተኛ,English-Amharic,Uses harmful group stereotype.,ለአንድ ቡድን ያለ የተዛባ አመለካከት።
713,People deserve fairness and care.,ሰዎች ፍትሃዊነት እና እንክብካቤ ይገባቸዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
714,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
715,You should be pushed out.,መባረር አለብህ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
716,People deserve fairness and care.,ሰዎች ፍትሃዊነት እና እንክብካቤ ይገባቸዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
717,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
718,We can disagree without hate.,ባንስማማም አለመጣላት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
719,They are not real people.,እውነተኛ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
720,You do not belong in this community.,በዚህ ማህበረሰብ ውስጥ አትገባም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
721,We should correct mistakes without humiliation.,ሰዎችን ሳናዋርድ ስህተትን ማስተካከል አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
722,You should be pushed out.,መባረር አለብህ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
723,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
724,Everyone deserves dignity.,ሁሉም ሰው ክብር ይገባዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
725,We can disagree without hate.,ባንስማማም አለመጣላት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
726,They threaten our safety.,ደህንነታችንን ይሸብራሉ።,hate_speech,የጥላቻ ንግግር,threat,ማስፈራሪያ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Frames the target as danger.,እንደ ስጋት ይቀርባል።
727,They are not fully human.,እነሱ ሙሉ ሰው አይደሉም።,hate_speech,የጥላቻ ንግግር,dehumanization,ሰብዓዊነትን መንፈግ,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Strips humanity from the target.,ሰውነትን ይክዳል።
728,We can solve this together.,ይህን በጋራ መፍታት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
729,You have no place among us.,ከእኛ መካከል ቦታ የለህም።,hate_speech,የጥላቻ ንግግር,belonging denial,አባልነትን መከልከል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Denies membership and belonging.,አባልነትን እና ተሳትፎን ይከለክላል።
730,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
731,We can solve this together.,ይህን በጋራ መፍታት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
732,Nobody wants to hear you.,ማንም ሊሰማሽ አይፈልግም።,hate_speech,የጥላቻ ንግግር,silencing,ዝም ማሰኘት,Yes,አዎ አለ,individual,ግለሰብ,low,ዝቅተኛ,English-Amharic,Suppresses participation and recognition.,ተሳትፎን እና እውቅናን ይከልክላል።
733,We should correct mistakes without humiliation.,ሰዎችን ሳናዋርድ ስህተትን ማስተካከል አለብን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
734,Get out of our space.,ከቦታችን ውጣ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
735,We can solve this together.,ይህን በጋራ መፍታት እንችላለን።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
736,You should be pushed out.,መባረር አለብህ።,hate_speech,የጥላቻ ንግግር,exclusion,ማግለል,Yes,አዎ አለ,group,ቡድን,high,ከፍተኛ,English-Amharic,Pushes removal and rejection.,ማግለልን እና መከልከልን ያበረታታል።
737,A fair discussion includes every voice.,ፍትሃዊ ውይይት ሁሉንም ድምፅ ያካትታል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
738,Everyone deserves dignity.,ሁሉም ሰው ክብር ይገባዋል።,safe,ጥሩ ንግግር,none,የለም,No,የለም,none,የለም,zero,ዜሮ,English-Amharic,"Affirms dignity, cooperation, and mutual respect.",ክብርን፣ ትብብርን እና መከባበርን ያበረታታል።
